player_id,team_id,label,is_active
8482516,STL,M. Kessel,0
8475760,STL,N. Bjugstad,0
8477573,STL,N. Walker,0
8484230,STL,O. Stenberg,0
8476897,STL,O. Sundqvist,0
8481598,STL,P. Broberg,0
8477402,STL,P. Buchnevich,1
8480459,STL,P. Suter,0
8477952,STL,R. Fabbri,0
8481006,STL,T. Tucker,0
8478519,TBL,A. Cirelli,0
8476883,TBL,A. Vasilevskiy,1
8479542,TBL,B. Hagel,0
8480426,TBL,C. D'Astous,0
8480876,TBL,C. Douglas,0
8483398,TBL,D. Carlile,0
8483752,TBL,D. James,0
8478178,TBL,D. Raddysh,0
8478416,TBL,E. Cernak,0
8482201,TBL,G. Goncalves,0
8482090,TBL,J. Finley,0
8477404,TBL,J. Guentzel,0
8477992,TBL,J. Johansson,0
8482655,TBL,J. Moser,0
8481592,TBL,J. Pelletier,0
8481719,TBL,M. Crozier,0
8482168,TBL,M. Groshev,0
8476453,TBL,N. Kucherov,1
8477426,TBL,N. Paul,0
8477416,TBL,O. Bjorkstrand,0
8480995,TBL,P. Holmberg,0
8474151,TBL,R. McDonagh,0
8481547,TBL,S. Lundmark,0
8477149,TBL,S. Sabourin,0
8475167,TBL,V. Hedman,0
8476826,TBL,Y. Gourde,0
8476878,TBL,Z. Girgensons,0
8479318,TOR,A. Matthews,0
8476932,TOR,A. Stolarz,0
8478443,TOR,B. Carlo,0
8482259,TOR,B. McMann,0
8475714,TOR,C. Jarnkrok,0
8484158,TOR,E. Cowan,0
8476931,TOR,J. McCabe,0
8484901,TOR,J. Quillan,0
8475166,TOR,J. Tavares,0
8479361,TOR,J. Woll,0
8477503,TOR,M. Domi,0
8482720,TOR,M. Knies,0
8481711,TOR,M. Maccelli,0
8476853,TOR,M. Rielly,0
8483546,TOR,M. Rifai,0
8481582,TOR,N. Robertson,0
8478462,TOR,N. Roy,0
8475171,TOR,O. Ekman-Larsson,0
8479026,TOR,P. Myers,0
8481122,TOR,S. Benoit,0
8476872,TOR,S. Laughton,0
8478904,TOR,S. Lorentz,0
8479442,TOR,T. Stecher,0
8477939,TOR,W. Nylander,0
8480849,UTA,B. Hayton,0
8479293,UTA,B. Tanev,0
8479343,UTA,C. Keller,0
8484388,UTA,D. But,0
8482699,UTA,D. Guenther,0
8474013,UTA,I. Cole,0
8478507,UTA,J. Marino,0
8480855,UTA,J. McBain,0
8482175,UTA,J. Peterka,0
8478831,UTA,K. Stenlund,0
8478872,UTA,K. Vejmelka,0
8479977,UTA,K. Yamamoto,0
8478474,UTA,L. Crouse,0
8477070,UTA,L. O'Brien,0
8479619,UTA,M. Carcone,0
8479410,UTA,M. Sergachev,1
8480084,UTA,N. DeSimone,0
8477951,UTA,N. Schmaltz,0
8477220,UTA,N. Schmidt,0
8480434,UTA,S. Durzi,0
8477970,UTA,V. Vanecek,0
8482691,VAN,A. Raty,0
8478444,VAN,B. Boeser,0
8478856,VAN,C. Garland,0
8480144,VAN,D. Kampf,0
8482055,VAN,D. O'Connor,0
8475169,VAN,E. Kane,0
8480012,VAN,E. Pettersson,0
8483678,VAN,E. Pettersson,0
8480078,VAN,F. Chytil,0
8479425,VAN,F. Hronek,0
8478498,VAN,J. DeBrusk,0
8483476,VAN,J. Lekkerimäki,0
8480947,VAN,K. Lankinen,0
8481024,VAN,L. Karlsson,0
8483499,VAN,L. Ohgren,0
8477969,VAN,M. Pettersson,0
8484136,VAN,M. Sasson,0
8481535,VAN,N. Hoglander,0
8484268,VAN,N. Tolopilo,0
8480058,VAN,P. Joseph,0
8476927,VAN,T. Blueger,0
8474574,VAN,T. Myers,0
8484240,VAN,T. Willander,0
8483768,VAN,V. Mancini,0
8484798,VAN,Z. Buium,0
8478499,VGK,A. Hill,0
8482125,VGK,A. Holtz,0
8481033,VGK,A. Schmid,0
8483890,VGK,B. Bowman,0
8477018,VGK,B. Hutton,0
8481133,VGK,C. Reinhardt,0
8477964,VGK,I. Barbashev,1
8478403,VGK,J. Eichel,0
8478468,VGK,J. Lauzon,0
8480007,VGK,J. Rondbjerg,0
8478434,VGK,K. Kolesar,0
8481527,VGK,K. Korczak,0
